Accepted Currencies,Coin Symbol,Country,Funding Goal,Funds in Escrow?,Github URL,Have Prototype?,Initial Token Price,Official Website,Platform,Pre-ICO Dates,Price Now,ROI,Restricted Countries,Total Raised,Total Tokens,branches,commits,forks,name,stars,url,watchers
"BTC, ETH",BIRD,Estonia,,No,https://github.com/Birdchain,Yes,$0.0140,https://www.birdchain.io/,Ethereum,,,,United States,,"580,263,158",8,286,48,birdchain,86,https://icowatchlist.com/ico/birdchain,45
ETH,JOI,Thailand,,No,,,$0.0900,https://jointedu.io,Ethereum,March 1st 2018 To April 15th 2018,,,United States,,"270,000,000",0,0,0,jointedu,0,https://icowatchlist.com/ico/jointedu,0
"BTC, ETH, LTC",BTF,United Kingdom,,No,,,$0.0800,https://bitrust.co.uk/,Ethereum,March 5th 2018 To March 31st 2018,,,United States,,"250,000,000",0,0,0,bitrust,0,https://icowatchlist.com/ico/bitrust,0
"BTC, ETH, LTC, USD, EUR",BPS,Russian Federation,,No,,Yes,$0.2500,http://bitproperty.online/,Ethereum,March 30th 2018 To April 15th 2018,,,United States,,"80,000,000",0,0,0,bitproperty,0,https://icowatchlist.com/ico/bitproperty,0
"BTC, LTC, ETH, DASH, BCH",A2A,Saint Vincent and the Grenadines,,No,,Yes,$0.1200,https://stex.exchange/,Ethereum,,,,United States,,"500,000,000",0,0,0,stex-exchange,0,https://icowatchlist.com/ico/stex-exchange,0
"BTC, ETH",CUZ,Israel,,No,https://github.com/cool-cousin,Yes,$0.1590,https://www.coolcousin.com/ico/,Ethereum,,,,United States,,"300,000,000",26,8494,6988,cool-cousin,1,https://icowatchlist.com/ico/cool-cousin,18
"BTC, ETH, LTC, USD",SLT,Singapore,,No,,,$0.8000,https://successlife.com/,Other,,,,"United States, Afghanistan, Belarus, Congo, Iraq, Korea, Democratic People's Republic of, Liberia, Sudan, Syrian Arab Republic",,"100,000,000",0,0,0,successlife,0,https://icowatchlist.com/ico/successlife,0
,FAN,United States,,Yes,,Yes,$0.0500,https://fcfl.io/,Ethereum,January 29th 2018 To February 28th 2018,,,United States,,"1,000,000,000",0,0,0,fcfl,0,https://icowatchlist.com/ico/fcfl,0
"BTC, ETH, LTC, USD, EUR, BCH, DASH",VIC,Ireland,,No,https://github.com/virtonomics/vicoin,,$0.8000,https://virtonomics.com,Ethereum,February 1st 2018 To February 28th 2018,,,United States,,"800,000,000",1,24,1,virtonomics,0,https://icowatchlist.com/ico/virtonomics,0
,TNS,United Kingdom,,No,https://github.com/transcodium,,$0.3760,https://transcodium.com,Ethereum,,$0.00,,United States,,,17,1797,1828,transcodium,9,https://icowatchlist.com/ico/transcodium,25
"BTC, ETH",GMBC,Malta,,Yes,https://github.com/modjke/ico-smart-contract,,$0.0900,https://gamblica.com/,Ethereum,,,,United States,,"840,000,000",0,0,0,gamblica,0,https://icowatchlist.com/ico/gamblica,0
"BTC, ETH, USD",BMT,United States,,Yes,,Yes,$0.0200,https://www.bitminutes.com,Ethereum,,,,United States,,"3,500,000,000",0,0,0,bitminutes,0,https://icowatchlist.com/ico/bitminutes,0
ETH,KNT,Hong Kong,,No,https://github.com/koranetwork,Yes,$0.1000,http://www.kora.network,Ethereum,March 5th 2018 To March 25th 2018,$0.00,-96.47%,United States,"$12,000,000","712,500,000",9,902,1,koranetwork,4,https://icowatchlist.com/ico/koranetwork,15
,EOS,Unknown,,No,http://github.com/eosio,,$0.0000,https://eos.io,Ethereum,,$4.29,,United States,"$4,100,000,000","10,000,000,000",1014,287154,11849,eos,16423,https://icowatchlist.com/ico/eos,3656
,SAF,Russian Federation,,No,,,$1.0000,https://www.safinus.com/,Ethereum,January 23rd 2018 To February 14th 2018,,,United States,,,0,0,0,safinus,0,https://icowatchlist.com/ico/safinus,0
,ETA,Switzerland,,No,https://github.com/Etheera,,$0.0000,https://www.etheera.com/,Ethereum,,,,United States,,"75,000,000,000",0,0,0,etheera,0,https://icowatchlist.com/ico/etheera,0
"BTC, ETH",CC,Austria,,No,https://github.com/oroundo-mobile/CP-ICO,Yes,$0.0150,https://www.culturalplaces.com/,Ethereum,February 26th 2018 To March 4th 2018,,,United States,,"1,500,000,000",1,2,0,cultural-places,1,https://icowatchlist.com/ico/cultural-places,2
ETH,SQoin,Lithuania,,No,,Yes,$0.0340,https://stasyq.io,Ethereum,,,,United States,,"350,000,000",0,0,0,stasyq,0,https://icowatchlist.com/ico/stasyq,0
,TOPIA,United States,,No,,,$1.0000,https://topiacoin.io/,Ethereum,,,,United States,,,0,0,0,topiacoin,0,https://icowatchlist.com/ico/topiacoin,0
"BTC, ETH, LTC, BCH",IMT,United Kingdom,,No,https://github.com/MoneyToken/,Yes,$0.0050,https://moneytoken.com/?utm_source=icowatchlist&utm_medium=listing,Ethereum,March 22nd 2018 To May 1st 2018,,,United States,,"22,500,000,000",0,0,0,moneytoken,0,https://icowatchlist.com/ico/moneytoken,0
"BTC, ETH, BCH",COIL,United States,,Yes,,Yes,$0.0500,https://www.coinoil.io,Ethereum,February 23rd 2018 To March 23rd 2018,,,United States,,"2,000,000,000",0,0,0,coinoil,0,https://icowatchlist.com/ico/coinoil,0
"BTC, ETH, LTC",WRT,Norway,,No,,,$0.1300,https://whiterabbit.one/,Ethereum,May 7th 2018 To May 14th 2018,,,United States,,"190,000,000",0,0,0,white-rabbit,0,https://icowatchlist.com/ico/white-rabbit,0
