Accepted Currencies,Coin Symbol,Country,Funding Goal,Funds in Escrow?,Github URL,Have Prototype?,Initial Token Price,Official Website,Platform,Pre-ICO Dates,Price Now,ROI,Restricted Countries,Total Raised,Total Tokens,branches,commits,forks,name,stars,url,watchers,description,end_time,image,price_usd,start_time,timezone,website_link
ETH,UBC,United Arab Emirates,,No,https://github.com/ubcoin/ubcoin#links,Yes,$0.0450,https://ubcoin.io/,Ethereum,,,,United States,,"650,000,000",0,0,0,ubcoin-market,0,https://icowatchlist.com/ico/ubcoin-market,0,Exchange Cryptocurrency for Real Goods and Vice VersaUbCoin makret makes a real life case for cryptocurrency transactions,2018-08-27 23:59:00,https://icowatchlist.com/logos/ubcoin-market.png,NA,2018-04-02 00:01:00,UTC+0,https://api.icowatchlist.com/public/v1/url/ubcoin-market
"ETH, QKC",LV,Virgin Islands (British),,No,,,$0.0245,https://www.lendchain.io/indexEn.html#/,GXchain,,,,"United States, China",,"1,000,000,000",0,0,0,lendchain,0,https://icowatchlist.com/ico/lendchain,0,LendChain is a distributed digital asset financial services platform based on the GXChain providing digital asset holders with financing investment insurance and other financial services,2018-08-30 12:00:00,https://icowatchlist.com/logos/lendchain.png,NA,2018-08-28 12:00:00,UTC+8,https://api.icowatchlist.com/public/v1/url/lendchain
ETH,IOTW,Hong Kong,,No,,Yes,$0.1200,https://iotw.io/,Ethereum,,,,United States,,"5,000,000,000",0,0,0,iotw,0,https://icowatchlist.com/ico/iotw,0,A cryptocurrency for IOT purchase supply chain and aftersales services transactions,2018-08-31 00:00:00,https://icowatchlist.com/logos/iotw.png,NA,2018-07-31 00:00:00,UTC+8,https://api.icowatchlist.com/public/v1/url/iotw
"BTC, ETH, XRP",GRAM,United States,,No,,,$0.0857,https://lantah.com,Other,,,,United States,,"1,000,000,000",0,0,0,lantah,0,https://icowatchlist.com/ico/lantah,0,Borderless marketplace connecting global trade and disrupting commerce giants through the implementation of Blockchain,2018-08-31 06:44:00,https://icowatchlist.com/logos/lantah.png,NA,2018-03-09 06:44:00,UTC--4,https://api.icowatchlist.com/public/v1/url/lantah
"BTC, ETH",TPLAY,Belize,,No,https://github.com/TruePlayInfo,Yes,$0.4800,https://trueplay.io/?utm_source=icowatchlist,Ethereum,April 15th 2018 To April 30th 2018,,,"United States, Canada, China",,"70,000,000",0,0,0,trueplay,0,https://icowatchlist.com/ico/trueplay,0,Fully functioning platform created for integration of blockchain tech into online gambling projects,2018-08-31 23:59:00,https://icowatchlist.com/logos/trueplay.png,NA,2018-05-15 00:00:00,UTC+3,https://api.icowatchlist.com/public/v1/url/trueplay
"BTC, ETH, LTC, BCH",EO,Estonia,,No,https://github.com/EOtrade,Yes,$0.2000,https://eo.trade,Ethereum,April 16th 2018 To June 29th 2018,,,United States,,"1,000,000,000",0,0,0,eotrade,0,https://icowatchlist.com/ico/eotrade,0,Leading Online Broker ExpertOption introduces the EO ecosystem EOTrade cryptoexchange EOFinance wallet and EONews portal,2018-08-31 23:59:00,https://icowatchlist.com/logos/eotrade.png,NA,2018-07-16 09:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/eotrade
,IMVR,United Kingdom,,No,,,$0.0200,https://immvr.se,Ethereum,June 19th 2018 To June 28th 2018,$0.00,,United States,,,0,0,0,immvrse,0,https://icowatchlist.com/ico/immvrse,0,Decentralised platform for VR Content Creators Brands and Viewers by incorporating the power of Blockchain Technology,2018-09-07 00:00:00,https://icowatchlist.com/logos/immvrse.png,0.00,2018-07-07 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/immvrse
ETH,FYS,Singapore,,No,https://github.com/Fysical,,$0.0450,https://fysical.org/,Ethereum,,,,United States,,"400,000,000",0,0,0,fysical,0,https://icowatchlist.com/ico/fysical,0,Fysical is the infrastructure for the transparent and compliant exchange of location data,2018-09-07 00:00:00,https://icowatchlist.com/logos/fysical.png,NA,2018-09-03 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/fysical
"BTC, ETH",WEIS,Singapore,,Yes,,Yes,$0.1000,https://www.weicrowd.com/,Ethereum,,,,United States,,"300,000,000",0,0,0,weicrowd,0,https://icowatchlist.com/ico/weicrowd,0,End to end ICO lifecycle management and exchange solution with incubation Right Startups Right Funding And Right Growth,2018-09-12 00:00:00,https://icowatchlist.com/logos/weicrowd.png,NA,2018-05-15 00:00:00,UTC+8,https://api.icowatchlist.com/public/v1/url/weicrowd
ETH,PAVO,United States,,No,https://github.com/pavocoin/ERC20,,$1.0000,https://www.pavocoin.com/,Ethereum,,,,United States,,"200,000,000",1,4,0,pavocoin,2,https://icowatchlist.com/ico/pavocoin,1,Pavo provides an intelligent stateoftheart IoT blockchain solution for the global agriculture ecosystem,2018-09-15 00:00:00,https://icowatchlist.com/logos/pavocoin.png,NA,2018-08-07 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/pavocoin
ETH,MIC,Netherlands,,No,,,$0.1600,http://denchmusic.io/,Ethereum,,,,United States,,"500,000,000",0,0,0,denchmusic,0,https://icowatchlist.com/ico/denchmusic,0,Dench Music ICO merges the Music Industry and Blockchain together to give music lovers the best experience,2018-09-15 00:00:00,https://icowatchlist.com/logos/denchmusic.png,NA,2018-08-15 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/denchmusic
ETH,VIVA,Bermuda,,No,https://github.com/viva-network,Yes,$0.0200,https://www.vivanetwork.org,Ethereum,,,,United States,,"4,000,000,000",0,0,0,viva,0,https://icowatchlist.com/ico/viva,0,Viva Easy simple and convenient way of Crowdfunding mortgages on the blockchain,2018-09-18 00:00:00,https://icowatchlist.com/logos/viva.png,NA,2018-04-16 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/viva
"BTC, ETH, USD",MDBLX,United States,,No,https://github.com/MedBlox/,Yes,$0.0010,https://medblox.io/,Ethereum,July 30th 2018 To August 18th 2018,,,United States,,"100,000,000,000",213,33624,12979,medblox,0,https://icowatchlist.com/ico/medblox,0,Driving Health Care Innovation Through Patient Centric Interoperability,2018-09-19 20:00:00,https://icowatchlist.com/logos/medblox.png,NA,2018-08-19 20:00:00,UTC--5,https://api.icowatchlist.com/public/v1/url/medblox
"BTC, ETH",XCLP,Singapore,,No,https://github.com/chynge,Yes,$0.0500,https://www.chynge.net,Other,May 20th 2018 To June 27th 2018,,,"United States, China",,"800,000,000",16,981,201,chynge,0,https://icowatchlist.com/ico/chynge,16,Worlds First Payment Token with No FX Risk Instant Free and Safe Payments with Smart Compliance,2018-09-25 23:59:00,https://icowatchlist.com/logos/chynge.png,NA,2018-06-28 00:00:00,UTC+8,https://api.icowatchlist.com/public/v1/url/chynge
ETH,PPD,Bahamas,,No,https://github.com/PingPaid/main,Yes,$0.4365,https://www.pingpaid.com,Ethereum,,,,United States,,"75,000,000",1,2,0,pingpaid,2,https://icowatchlist.com/ico/pingpaid,1,New payment system that uses any cryptocurrency or the PingPaid token to pay or receive payment on the blockchain for no or minimal fees,2018-09-30 00:00:00,https://icowatchlist.com/logos/pingpaid.png,NA,2018-07-01 00:00:00,UTC--5,https://api.icowatchlist.com/public/v1/url/pingpaid
ETH,BXY,Armenia,,No,,,$0.0410,https://beaxy.com/,Ethereum,,,,United States,,"1,000,000,000",0,0,0,beaxy-exchange,0,https://icowatchlist.com/ico/beaxy-exchange,0,Beaxy aims to create the ultimate allinone cryptocurrency exchange with more tools at your disposal than ever before and a user experience that is unmatched,2018-09-30 00:00:00,https://icowatchlist.com/logos/beaxy-exchange.png,NA,2018-09-01 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/beaxy-exchange
"BTC, ETH, XMR",CCH,Czech Republic,,No,https://github.com/citicashio/citicash,Yes,$0.1500,https://www.citicash.io/,Other,,,,United States,,"1,000,000,000",1,479,2,citicash,13,https://icowatchlist.com/ico/citicash,8,CitiCash is one of the worlds first cryptocurrencies that will enable the general public to enter the world of modern digital money with ease,2018-09-30 00:00:00,https://icowatchlist.com/logos/citicash.png,NA,2018-09-01 12:00:00,UTC+2,https://api.icowatchlist.com/public/v1/url/citicash
BTC,TKD,Nigeria,,Yes,,Yes,$0.0007,https://www.techrodholdings.com,Waves,,,,United States,,"20,000,000,000",0,0,0,techrod,0,https://icowatchlist.com/ico/techrod,0,Revolutionizing ElectionsConsensus decision making Process,2018-09-30 12:00:00,https://icowatchlist.com/logos/techrod.png,NA,2018-03-12 12:00:00,UTC+1,https://api.icowatchlist.com/public/v1/url/techrod
"BTC, ETH",INV,United Kingdom,,No,,,$0.1700,https://investinbrokers.com,Ethereum,May 26th 2018 To July 15th 2018,,,United States,,"500,000,000",0,0,0,invest-in-brokers,0,https://icowatchlist.com/ico/invest-in-brokers,0,Social trustless copytrading through API services designed for beginning and experienced cryptocurrency traders,2018-09-30 12:00:00,https://icowatchlist.com/logos/invest-in-brokers.png,NA,2018-08-15 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/invest-in-brokers
ETH,LXT,Estonia,,No,,,$0.4150,https://lexit.co,Ethereum,,,,United States,,"160,000,000",0,0,0,lexit,0,https://icowatchlist.com/ico/lexit,0,LEXIT is the first online marketplace that allows entrepreneurs to trade IP copyrights code and even sell entire startups,2018-09-30 12:00:00,https://icowatchlist.com/logos/lexit.png,NA,2018-06-19 00:01:00,UTC+0,https://api.icowatchlist.com/public/v1/url/lexit
"BTC, ETH, LTC",UBEX,Switzerland,,No,https://github.com/ubex-ai,Yes,$0.0070,https://www.ubex.com/,Ethereum,,$0.00,-93.50%,United States,"$6,850,000","4,000,000,000",10,171,16,ubex,232,https://icowatchlist.com/ico/ubex,192,Ubex is a global decentralized advertising exchange where companies advertise effectively while publishers profitably tokenize ad slots on their resources,2018-09-30 14:00:00,https://icowatchlist.com/logos/ubex.png,0.00,2018-05-21 14:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/ubex
"BTC, ETH, LTC, BCH, DASH, USD",TUT,Estonia,,Yes,https://github.com/tutellus-io,Yes,$0.0500,https://tutellus.cryptonomos.com/,Other,May 10th 2018 To June 11th 2018,,,United States,,"1,500,000,000",8,828,14,tutellus,6,https://icowatchlist.com/ico/tutellus,9,Tutellus is the biggest online educational collaborative platform in the Spanishspeaking world,2018-09-30 23:59:00,https://icowatchlist.com/logos/tutellus.png,NA,2018-06-12 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/tutellus
"BTC, ETH, LTC, BCH, EUR",TAB,Malta,,No,,,$0.0100,https://theaccountingblockchain.io/,Ethereum,,,,United States,,"22,000,000,000",0,0,0,accounting-blockchain,0,https://icowatchlist.com/ico/accounting-blockchain,0,The future of accounting saving businesses billions and sparing the individual sole reliance on expensive accountants,2018-09-30 23:59:00,https://icowatchlist.com/logos/accounting-blockchain.png,NA,2018-07-15 10:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/accounting-blockchain
ETH,GBO,Singapore,,No,,,$0.2500,https://gabrotech.io,Ethereum,June 1st 2018 To July 30th 2018,,,United States,,"1,000,000,000",0,0,0,gabro,0,https://icowatchlist.com/ico/gabro,0,GabroTech is Democratising loyalty rewards using Blockchain Technology This will disrupt the loyalty and rewards system,2018-09-30 23:59:00,https://icowatchlist.com/logos/gabro.png,NA,2018-07-31 00:00:00,UTC+8,https://api.icowatchlist.com/public/v1/url/gabro
"BTC, ETH, LTC, USD, EUR",VOCO,Lithuania,,Yes,,Yes,$0.9000,https://provoco.me/,Ethereum,February 21st 2018 To March 31st 2018,,,United States,,"100,000,000",0,0,0,provoco,0,https://icowatchlist.com/ico/provoco,0,Provoco is the new generation of blockchainempowered social challenge network for mass users,2018-10-01 12:00:00,https://icowatchlist.com/logos/provoco.png,NA,2018-04-01 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/provoco
ETH,RAWG,Cayman Islands,,No,,,$0.0100,https://token.rawg.io/,Ethereum,,,,United States,,"1,000,000,000",0,0,0,rawg,0,https://icowatchlist.com/ico/rawg,0,RAWG is a Video game discovery platform that converts your skills into goods and services,2018-10-05 00:00:00,https://icowatchlist.com/logos/rawg.png,NA,2018-09-05 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/rawg
"BTC, ETH",VAD,France,,No,https://github.com/Varanida,Yes,$0.0840,https://www.varanida.com,Ethereum,June 25th 2018 To August 15th 2018,,,United States,,"1,000,000,000",13,11821,1593,varanida,35,https://icowatchlist.com/ico/varanida,25,Building a better Internet through a decentralized advertising and content solution,2018-10-06 12:00:00,https://icowatchlist.com/logos/varanida.png,NA,2018-08-15 12:00:00,UTC+1,https://api.icowatchlist.com/public/v1/url/varanida
"ETH, USD",AFI,Hong Kong,,No,https://github.com/AlchemyFinance/AFI-token,,$0.5000,https://alchemycoin.io/,Ethereum,July 16th 2018 To August 27th 2018,,,United States,,"125,000,000",0,0,0,alchemy-coin,0,https://icowatchlist.com/ico/alchemy-coin,0,AFI is the first security token being backed by financial derivatives and powered by Blockchain Technology,2018-10-09 00:00:00,https://icowatchlist.com/logos/alchemy-coin.png,NA,2018-08-27 12:00:00,UTC--5,https://api.icowatchlist.com/public/v1/url/alchemy-coin
"ETH, BTC, LTC, USD, EUR",MTC,Netherlands,,Yes,https://github.com/MultivenGroup,Yes,$0.6200,https://www.multiven.io/,Ethereum,May 1st 2018 To May 31st 2018,,,United States,,"2,000,000,000",0,0,0,multiven-mom,0,https://icowatchlist.com/ico/multiven-mom,0,The worlds first blockchainbased marketplace for the global 3 Trillion IT products and services Industry,2018-10-09 23:59:00,https://icowatchlist.com/logos/multiven-mom.png,NA,2018-07-01 00:01:00,UTC+1,https://api.icowatchlist.com/public/v1/url/multiven-mom
"BTC, ETH",AQUA,Finland,,No,,Yes,$0.1500,https://www.sansoxico.com/,Waves,August 27th 2018 To September 10th 2018,,,United States,,"500,000,000",0,0,0,sansox,0,https://icowatchlist.com/ico/sansox,0,The Power of Clean Water through the efficient use of technology powered by Blockchain,2018-10-10 00:00:00,https://icowatchlist.com/logos/sansox.png,NA,2018-09-10 19:00:00,UTC+1,https://api.icowatchlist.com/public/v1/url/sansox
"BTC, ETH, LTC, USD, BCH, DASH",BDP,Spain,,No,,,$1.1600,https://bidipass.org,Ethereum,March 26th 2018 To April 19th 2018,,,United States,,,0,0,0,bidipass,0,https://icowatchlist.com/ico/bidipass,0,Secure identity for everyone through the application of blockchain technology which brings unrivaled transparency,2018-10-11 00:00:00,https://icowatchlist.com/logos/bidipass.png,NA,2018-08-16 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/bidipass
,,,,,,,,,,,,,,,,0,0,0,utemis,0,https://icowatchlist.com/ico/utemis,0,The First B2B ecommerce Token that Creates a Single Economic Space for Companies in Latin America To Regain New Net Growth,2018-10-14 17:00:00,https://icowatchlist.com/logos/utemis.png,NA,2018-09-16 17:00:00,UTC+1,https://api.icowatchlist.com/public/v1/url/utemis
ETH,CNVT,United States,,No,,Yes,$0.2700,https://conventment.com,Ethereum,August 30th 2018 To September 22nd 2018,,,United States,,"100,000,000",0,0,0,conventment,0,https://icowatchlist.com/ico/conventment,0,IoT B2B logistics for the legal cannabis industry powered by Ethereum,2018-10-14 23:59:00,https://icowatchlist.com/logos/conventment.png,NA,2018-09-30 00:00:00,UTC--5,https://api.icowatchlist.com/public/v1/url/conventment
"BTC, ETH, LTC",ZCN,United Kingdom,,No,https://github.com/ZichainEcosystem/ZCN-Zichain-ERC-20,Yes,$0.0800,http://www.zichain.io?utm_source=icowatchlist,Ethereum,April 2nd 2018 To August 31st 2018,,,United States,,"703,125,000",1,2,0,zichain,1,https://icowatchlist.com/ico/zichain,2,Blockchain asset management ecosystem  An allinone investment tool,2018-10-15 00:00:00,https://icowatchlist.com/logos/zichain.png,NA,2018-09-01 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/zichain
"BTC, ETH",RSC,Malta,,No,,,$0.2600,https://www.soccercoin.eu/,NEO,August 16th 2018 To August 25th 2018,,,United States,,"350,000,000",0,0,0,ronaldinho-soccer-coin,0,https://icowatchlist.com/ico/ronaldinho-soccer-coin,0,Creating a key coin for Soccer World and fusing the power of Blockchain Technology,2018-10-17 00:00:00,https://icowatchlist.com/logos/ronaldinho-soccer-coin.png,NA,2018-08-26 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/ronaldinho-soccer-coin
"BTC, ETH, LTC, BCH",PERL,Australia,,Yes,,,$0.1500,https://perlin.global,Ethereum,September 10th 2018 To September 28th 2018,,,United States,,"200,000,000",0,0,0,perlin,0,https://icowatchlist.com/ico/perlin,0,A supercomputer in the palm of your hand Perlin is a bleedingfast ledger with a powerful compute layer,2018-10-26 23:59:00,https://icowatchlist.com/logos/perlin.png,NA,2018-10-01 08:00:00,UTC+1,https://api.icowatchlist.com/public/v1/url/perlin
ETH,PCX,Singapore,,No,,,$0.0050,https://www.powerchain.in/,Ethereum,September 19th 2018 To September 20th 2018,,,United States,,"10,000,000,000",0,0,0,powerchain,0,https://icowatchlist.com/ico/powerchain,0,Multifactorial solution for payment with cryptocurrencies and cryptotokens for realworld use,2018-10-28 09:00:00,https://icowatchlist.com/logos/powerchain.png,NA,2018-09-21 09:00:00,UTC+8,https://api.icowatchlist.com/public/v1/url/powerchain
ETH,CCET,Singapore,,No,,,$0.0390,https://www.ccetproject.com,Ethereum,,,,United States,,"2,000,000,000",0,0,0,ccet-project,0,https://icowatchlist.com/ico/ccet-project,0,Extend renewable energy and blockchainify carbon emissions to solve problem,2018-10-30 00:00:00,https://icowatchlist.com/logos/ccet-project.png,NA,2018-09-30 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/ccet-project
ETH,OHC,United States,,No,https://github.com/100tokens/crowdsale,,$0.2500,https://100tokens.com/,Ethereum,April 17th 2018 To May 10th 2018,,,United States,,"1,000,000,000",1,2,0,100tokens,0,https://icowatchlist.com/ico/100tokens,1,We believe that coin exchange value is strongly connected with its utilization strategy Thats why we propose you a coin which can be used as a payment option in at least 100 companies,2018-10-30 23:59:00,https://icowatchlist.com/logos/100tokens.png,NA,2018-10-10 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/100tokens
ETH,SVP,Mauritius,,No,,,$0.0600,https://svper.com/,Ethereum,,,,United States,,"1,000,000,000",0,0,0,svper,0,https://icowatchlist.com/ico/svper,0,Redefining Online Socializing by revolutionizing and revamping the space using Blockchain Technology,2018-10-31 00:00:00,https://icowatchlist.com/logos/svper.png,NA,2018-10-01 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/svper
ETH,VBEO,Bulgaria,,No,https://github.com/vibeo,,$0.0500,https://vibeo.io/,Ethereum,,,,United States,,"950,000,000",1,13,0,vibeo,2,https://icowatchlist.com/ico/vibeo,3,A new Era of SocialInstant Messaging app which incorporates Blockchain Technology,2018-10-31 00:00:00,https://icowatchlist.com/logos/vibeo.png,NA,2018-10-02 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/vibeo
