,Accepted Currencies,Coin Symbol,Country,Funding Goal,Funds in Escrow?,Have Prototype?,Initial Token Price,Platform,Pre-ICO Dates,Price Now,ROI,Restricted Countries,Total Raised,Total Tokens,name,url,description,end_time,image,price_usd,start_time,timezone,website_link
590,ETH,ESS,Switzerland,,Yes,Yes,$0.0430,Ethereum,March 15th 2018 To June 1st 2018,$0.00,-96.74%,"United States, China","$25,500,000","1,755,313,373",essentia,https://icowatchlist.com/ico/essentia,Essentia is the interoperations and data management framework forged by a whole new set of protocols,2018-07-08 12:00:00,https://icowatchlist.com/logos/essentia.png,0.00,2018-06-25 12:01:00,UTC+0,https://api.icowatchlist.com/public/v1/url/essentia
591,"BTC, ETH",CIF,Hong Kong,,No,,$0.8000,Ethereum,,,,United States,,"41,500,000",crowdif,https://icowatchlist.com/ico/crowdif,A revolutionary project using sentiment analysis for crypto trading through sophisticated algorithms,2018-07-10 12:00:00,https://icowatchlist.com/logos/crowdif.png,NA,2018-06-25 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/crowdif
592,"BTC, ETH",XSE,Norway,,No,,$0.4000,Ethereum,May 9th 2018 To June 9th 2018,,,United States,,"30,000,000",xsearch,https://icowatchlist.com/ico/xsearch,XSEARCH  Innovating Research System using the power of blockchain technology,2018-07-10 23:00:00,https://icowatchlist.com/logos/xsearch.png,NA,2018-06-10 14:00:00,UTC+2,https://api.icowatchlist.com/public/v1/url/xsearch
593,ETH,DTT,United States,,No,Yes,$0.4000,Ethereum,April 14th 2018 To April 30th 2018,,,United States,,"600,000,000",delphi-technologies-token,https://icowatchlist.com/ico/delphi-technologies-token,Smart wallet  Currency for Delphi Intelligent carsThis is a token used in Delphi intelligent  driverless cars for use by car,2018-07-11 23:59:00,https://icowatchlist.com/logos/delphi-technologies-token.png,NA,2018-05-01 17:00:00,UTC+7,https://api.icowatchlist.com/public/v1/url/delphi-technologies-token
594,ETH,NH,Denmark,,No,,$1.9200,Ethereum,,,,United States,,,nihilum,https://icowatchlist.com/ico/nihilum,A lifetime cloud mining service provider managed by a Danish company and a group of passionate professionals,2018-07-11 23:59:00,https://icowatchlist.com/logos/nihilum.png,NA,2018-05-11 00:00:00,UTC+3,https://api.icowatchlist.com/public/v1/url/nihilum
595,"BTC, ETH, LTC",MDX,Cayman Islands,,No,Yes,$0.0700,Ethereum,April 21st 2018 To May 31st 2018,,,United States,"$18,200,000","400,000,000",mandala,https://icowatchlist.com/ico/mandala,A revolutionary digital asset exchange which is simple secure and sustainable,2018-07-13 23:59:00,https://icowatchlist.com/logos/mandala.png,NA,2018-06-01 00:01:00,UTC--5,https://api.icowatchlist.com/public/v1/url/mandala
596,ETH,FNT,Norway,,No,Yes,$0.0500,Ethereum,,,,United States,,"2,000,000,000",friendup,https://icowatchlist.com/ico/friendup,Worlds first decentralised open source and device independent computer based on Blockchain Technology,2018-07-14 09:00:00,https://icowatchlist.com/logos/friendup.png,NA,2018-06-15 09:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/friendup
597,"BTC, ETH",ODY,France,,No,,$0.0000,Ethereum,April 15th 2018 To May 15th 2018,,,United States,,,odyfund,https://icowatchlist.com/ico/odyfund,Fundraising platform linked to a humanitarian crypto emergency fund,2018-07-15 12:00:00,https://icowatchlist.com/logos/odyfund.png,NA,2018-06-15 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/odyfund
598,"BTC, ETH, USD",VRN,Bulgaria,,No,Yes,$0.0850,Ethereum,May 15th 2018 To June 4th 2018,,,United States,,"1,000,000,000",vernam,https://icowatchlist.com/ico/vernam,The Worlds First 0 commission insurance on the Blockchain  making insurance more affordable,2018-07-15 23:59:00,https://icowatchlist.com/logos/vernam.png,NA,2018-06-04 09:01:00,UTC+0,https://api.icowatchlist.com/public/v1/url/vernam
599,"BTC, ETH",ABCS,United States,,No,,$1.0000,Ethereum,,,,United States,,"100,000,000",abacasxchange,https://icowatchlist.com/ico/abacasxchange,AbacasXchange is a universal exchange that allows you to trade exchange or transfer Any Asset Anywhere Anytime,2018-07-15 23:59:00,https://icowatchlist.com/logos/abacasxchange.png,NA,2018-06-15 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/abacasxchange
600,,BEAT,Germany,,No,Yes,$0.1200,Ethereum,January 23rd 2018 To February 20th 2018,,,United States,,"230,000,000,000",beat,https://icowatchlist.com/ico/beat,BEAT is a SportAlliance project to help promote Sporting and Healthy activities,2018-07-15 23:59:00,https://icowatchlist.com/logos/beat.png,NA,2018-02-21 00:00:00,UTC+1,https://api.icowatchlist.com/public/v1/url/beat
601,"BTC, ETH",KEP,Georgia,,No,,$1.2500,Ethereum,May 22nd 2018 To June 5th 2018,,,United States,"$7,800,000","100,000,000",kepler-technologies,https://icowatchlist.com/ico/kepler-technologies,Artificial Intelligence AI and Robotics Ecosystem Powered by Blockchain Technology,2018-07-17 00:00:00,https://icowatchlist.com/logos/kepler-technologies.png,NA,2018-06-26 00:00:00,UTC+4,https://api.icowatchlist.com/public/v1/url/kepler-technologies
602,ETH,FTEC,United Kingdom,,No,Yes,$0.0150,Ethereum,April 24th 2018 To May 22nd 2018,,,United States,,"998,400,000",ftec,https://icowatchlist.com/ico/ftec,FTEC is an ecosystem of intelligent services and neural networks for conducting effective trading activities on cryptocurrency markets,2018-07-18 14:00:00,https://icowatchlist.com/logos/ftec.png,NA,2018-06-20 14:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/ftec
603,"BTC, ETH, DASH, LTC",PERA,Singapore,,Yes,,$0.0100,Ethereum,May 30th 2018 To June 20th 2018,,,United States,,"2,100,000,000",payera,https://icowatchlist.com/ico/payera,A new era in the crypto world through simple shopping and easy payment,2018-07-18 18:00:00,https://icowatchlist.com/logos/payera.png,NA,2018-06-20 18:00:00,UTC+1,https://api.icowatchlist.com/public/v1/url/payera
604,ETH,LUK,Gibraltar,,No,Yes,$0.0400,Ethereum,April 30th 2018 To May 21st 2018,,,United States,,"1,000,000,000",luckchemy,https://icowatchlist.com/ico/luckchemy,Luckchemy is a scalable and provably fair online gambling platform driven by a unique combination of blockchain technology and offchain cryptography,2018-07-20 23:59:00,https://icowatchlist.com/logos/luckchemy.png,NA,2018-05-22 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/luckchemy
605,ETH,GANA,Estonia,,No,,$0.0250,Ethereum,,,,"United States, Bolivia, China, Cuba, Ecuador, Indonesia, Iran (Islamic Republic of), Ivory Coast, Korea, Republic of, Lebanon, Morocco, Myanmar, Namibia, Nepal, Pakistan, Singapore, Syrian Arab Republic, Vietnam",,"2,400,000,000",gana,https://icowatchlist.com/ico/gana,The blockchain based AI platform providing personal assistance in cannabis industry,2018-07-21 23:59:00,https://icowatchlist.com/logos/gana.png,NA,2018-05-21 00:00:00,UTC+1,https://api.icowatchlist.com/public/v1/url/gana
606,,ATK,Russian Federation,,No,Yes,$1.0000,Graphene,February 25th 2018 To March 18th 2018,,,United States,,"60,187,847",iac-autounit,https://icowatchlist.com/ico/iac-autounit,Decentralized marketplace with multilevel cashback,2018-07-22 12:00:00,https://icowatchlist.com/logos/iac-autounit.png,NA,2018-03-26 12:00:00,UTC+3,https://api.icowatchlist.com/public/v1/url/iac-autounit
607,ETH,TYPE,United Kingdom,,No,,$0.0100,Ethereum,May 21st 2018 To June 25th 2018,,,United States,,"2,000,000,000",typerium,https://icowatchlist.com/ico/typerium,IP Protected contentcreation platform social media network and marketplace,2018-07-23 23:59:00,https://icowatchlist.com/logos/typerium.png,NA,2018-06-26 19:00:00,UTC+1,https://api.icowatchlist.com/public/v1/url/typerium
608,"BTC, ETH",YUM,Virgin Islands (British),,No,Yes,$0.1000,Ethereum,,,,"United States, China","$3,000,000","818,274,853",yumerium,https://icowatchlist.com/ico/yumerium,Play review and Share to Earn on an open Gaming Platform which makes use of the Blockchain,2018-07-24 02:00:00,https://icowatchlist.com/logos/yumerium.png,NA,2018-05-24 02:00:00,UTC--8,https://api.icowatchlist.com/public/v1/url/yumerium
609,"BTC, ETH",TTV,Germany,,No,Yes,$0.0700,Ethereum,,,,United States,,"666,666,667",tv-two,https://icowatchlist.com/ico/tv-two,Television Ecosystem on the Blockchain which enables directs connection between viewers advertisers and content creators,2018-07-24 13:00:00,https://icowatchlist.com/logos/tv-two.png,NA,2018-05-24 13:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/tv-two
610,ETH,REFER,Australia,,No,Yes,$0.0200,Ethereum,,,,United States,,"400,000,000",plentix,https://icowatchlist.com/ico/plentix,Connecting and rewarding participants in online referral programs power by Blockchain Technology,2018-07-25 12:00:00,https://icowatchlist.com/logos/plentix.png,NA,2018-07-11 12:00:00,UTC+11,https://api.icowatchlist.com/public/v1/url/plentix
611,"BTC, XRP, ETH, BCH, DASH, LTC",CHBR,Brazil,,No,,$0.3000,Ethereum,,,,United States,,"100,000,000",criptohub,https://icowatchlist.com/ico/criptohub,CriptoHub is a Brazilian cryptocurrency exchange bringing unique benefits Brazil,2018-07-27 00:00:00,https://icowatchlist.com/logos/criptohub.png,NA,2018-04-20 00:00:00,UTC--3,https://api.icowatchlist.com/public/v1/url/criptohub
612,,VLR,United States,"$15,000,000",No,,$1.5000,Ethereum,,$0.03,-97.69%,United States,"$19,110,000",,valoremfoundation,https://icowatchlist.com/ico/valoremfoundation,Valorem Foundation is building a niche ecommerce platform for 99 of the market,2018-07-28 03:00:00,https://icowatchlist.com/logos/valoremfoundation.png,0.04,2017-12-15 03:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/valoremfoundation
613,"BTC, ETH, BCH",COT,Venezuela,,Yes,,$0.5000,Other,,,,United States,,"10,000,000",coinet,https://icowatchlist.com/ico/coinet,Coinet Financing Platform is a decentralized P2P platform that will directly connect investors and project owners We will follow the DAICO model,2018-07-28 12:00:00,https://icowatchlist.com/logos/coinet.png,NA,2018-06-22 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/coinet
614,,,,,,,,,,,,,,,iaqua,https://icowatchlist.com/ico/iaqua,Expansion of sustainable freshwater aquaculture facility in Australia to grow premium quality fish,2018-07-29 01:00:00,https://icowatchlist.com/logos/iaqua.png,NA,2018-04-29 01:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/iaqua
615,"ETH, BTC",LBT,Russian Federation,,No,Yes,$0.3000,Ethereum,,,,"United States, China",,"100,000,000",lendsbay,https://icowatchlist.com/ico/lendsbay,LendsBay is system for trusted financial transactions between people based on transparency and blockchain technology,2018-07-29 23:59:00,https://icowatchlist.com/logos/lendsbay.png,NA,2018-06-18 00:00:00,UTC+3,https://api.icowatchlist.com/public/v1/url/lendsbay
616,"BTC, ETH, BCH, LTC, EUR, XMR",AVINOC,Hong Kong,,No,Yes,$0.0500,Ethereum,June 20th 2018 To July 13th 2018,,,United States,,"1,000,000,000",avinoc,https://icowatchlist.com/ico/avinoc,The Blockchain Solution disrupting the global General Aviation Business,2018-07-30 00:00:00,https://icowatchlist.com/logos/avinoc.png,NA,2018-07-14 00:00:00,UTC+2,https://api.icowatchlist.com/public/v1/url/avinoc
617,ETH,PT,Israel,,Yes,Yes,$0.0400,Ethereum,March 15th 2018 To June 30th 2018,,,United States,,"2,421,551,331",playtness,https://icowatchlist.com/ico/playtness,Tokenizing the world of fitness to create healthier lives for all around the globe using the power of blockchain technology,2018-07-30 12:00:00,https://icowatchlist.com/logos/playtness.png,NA,2018-07-01 12:00:00,UTC+2,https://api.icowatchlist.com/public/v1/url/playtness
618,,,,,,,,,,,,,,,kasko2go,https://icowatchlist.com/ico/kasko2go,First blockchain community for safer driving and help drive down car insurance costs,2018-07-30 12:00:00,https://icowatchlist.com/logos/kasko2go.png,NA,2018-07-01 12:01:00,UTC+1,https://api.icowatchlist.com/public/v1/url/kasko2go
619,"BTC, ETH, USD, EUR",FLEX,Germany,,Yes,Yes,$0.0850,Ethereum,May 23rd 2018 To May 30th 2018,,,United States,,"800,000,000",trustedcars-flex,https://icowatchlist.com/ico/trustedcars-flex,AwardWinning German Company is changing Car Ownership forever by incorporating the magic of Blockchain Technology,2018-07-30 23:00:00,https://icowatchlist.com/logos/trustedcars-flex.png,NA,2018-06-11 09:00:00,UTC+2,https://api.icowatchlist.com/public/v1/url/trustedcars-flex
620,"BTC, ETH",DEC,Switzerland,,No,Yes,$0.5000,Ethereum,,$0.10,,United States,,"120,000,000",darico,https://icowatchlist.com/ico/darico,Monitor Trade Invest Spend,2018-07-30 23:59:00,https://icowatchlist.com/logos/darico.png,0.08,2018-01-30 00:00:00,UTC+1,https://api.icowatchlist.com/public/v1/url/darico
621,ETH,C4F,Hong Kong,,No,Yes,$0.0000,Ethereum,May 15th 2018 To May 31st 2018,,,United States,,"100,000,000,000",coins4favors,https://icowatchlist.com/ico/coins4favors,A decentralized blockchain powered peertopeer platform for favors and minijobs around the world,2018-07-30 23:59:00,https://icowatchlist.com/logos/coins4favors.png,NA,2018-06-01 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/coins4favors
622,ETH,FANZ,Cayman Islands,,No,,$0.0000,Ethereum,,,,United States,,"600,000,000",sportscastr-fanchain,https://icowatchlist.com/ico/sportscastr-fanchain,Sports Token and Decentralized Ecosystem That Knows Your Favorite Team,2018-07-31 04:25:00,https://icowatchlist.com/logos/sportscastr-fanchain.png,NA,2018-06-30 04:25:00,UTC+2,https://api.icowatchlist.com/public/v1/url/sportscastr-fanchain
623,,XPR,Netherlands,,No,Yes,$0.2200,Other,April 20th 2018 To May 2nd 2018,,,United States,,"100,000,000",pr-network,https://icowatchlist.com/ico/pr-network,PRnetwork is an incentivebased voting protocol designed to decentralized the reputation and value of everything,2018-07-31 12:12:00,https://icowatchlist.com/logos/pr-network.png,NA,2018-07-01 12:12:00,UTC+0,https://api.icowatchlist.com/public/v1/url/pr-network
624,"BTC, ETH",BANG,Russian Federation,,No,,$0.2500,Ethereum,April 16th 2018 To May 16th 2018,,,United States,,"20,000,000",bounty-angels,https://icowatchlist.com/ico/bounty-angels,A solution for Bounty hunters For ICO For blockchain community For everyone,2018-08-01 00:00:00,https://icowatchlist.com/logos/bounty-angels.png,NA,2018-07-01 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/bounty-angels
625,"BTC, ETH",LIC,Malta,,No,,$0.0310,Ethereum,April 18th 2018 To June 16th 2018,,,,,"2,700,000,000",ligercoin,https://icowatchlist.com/ico/ligercoin,LIGER is here with best processes swifter transactions and smartest thinking Its advanced features of safety and anonymity are ready to win hearts and games,2018-08-01 23:55:00,https://icowatchlist.com/logos/ligercoin.png,NA,2018-06-17 09:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/ligercoin
626,ETH,STAR,Singapore,,No,Yes,$0.2400,Ethereum,March 5th 2018 To July 3rd 2018,,,United States,,"400,000,000",starflow,https://icowatchlist.com/ico/starflow,Starflow is a blockchainpowered ecosystem for the influencer economy,2018-08-04 09:00:00,https://icowatchlist.com/logos/starflow.png,NA,2018-07-04 09:00:00,UTC+1,https://api.icowatchlist.com/public/v1/url/starflow
627,ETH,DTN,United Kingdom,,No,,$0.0300,Ethereum,,,,United States,,"1,000,000,000",datareum,https://icowatchlist.com/ico/datareum,Decentralized Marketplace for Data helping data providers take control of their data,2018-08-06 12:00:00,https://icowatchlist.com/logos/datareum.png,NA,2018-06-02 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/datareum
628,,STM,Singapore,,No,,$0.2000,Ethereum,March 12th 2018 To March 25th 2018,,,United States,,,streamity,https://icowatchlist.com/ico/streamity,The key element of STREAMITY is StreamDesk decentralized application for exchange of cryptocurrency to fiat,2018-08-06 12:00:00,https://icowatchlist.com/logos/streamity.png,NA,2018-06-25 12:00:00,UTC--8,https://api.icowatchlist.com/public/v1/url/streamity
629,,,,,,,,,,,,,,,botchain,https://icowatchlist.com/ico/botchain,Infrastructure for Trust and Audit of AI Systems It helps with increased adoption of AI,2018-08-08 17:40:00,https://icowatchlist.com/logos/botchain.png,NA,2018-07-08 17:40:00,UTC--5,https://api.icowatchlist.com/public/v1/url/botchain
630,"BTC, ETH",CODX,United States,,Yes,Yes,$0.0550,Ethereum,,,,"United States, China",,"1,000,000,000",codex-protocol,https://icowatchlist.com/ico/codex-protocol,A decentralized registry for unique assets which makes use of Blockchain to verify and authenticate ownership of prized assets,2018-08-08 23:59:00,https://icowatchlist.com/logos/codex-protocol.png,NA,2018-07-24 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/codex-protocol
631,"BTC, ETH, DASH, ETC, LTC, BCH",MYDFS,Isle of Man,,No,Yes,$1.0000,Ethereum,April 16th 2018 To May 7th 2018,,,"United States, China, Singapore",,"125,000,000",mydfs,https://icowatchlist.com/ico/mydfs,Blockchainpowered daily fantasy sports which brings more efficiency for optimal user experience,2018-08-10 23:59:00,https://icowatchlist.com/logos/mydfs.png,NA,2018-07-10 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/mydfs
632,"BTC, ETH",MIB,"Korea, Democratic People's Republic of",,No,Yes,$0.5000,Ethereum,,,,United States,,"1,000,000,000",mib-coin,https://icowatchlist.com/ico/mib-coin,MIB coin is a smartphonebased Blockchain network which ensures efficient use of power through simplified coin mining,2018-08-10 23:59:00,https://icowatchlist.com/logos/mib-coin.png,NA,2018-07-20 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/mib-coin
633,"BTC, ETH, USD, EUR",IC,Estonia,,No,,$1.0000,Ethereum,May 1st 2018 To June 30th 2018,,,United States,,"120,000,000",ingot-coin,https://icowatchlist.com/ico/ingot-coin,Creating a onestopshop Ecosystem that will link the Crypto markets to the current financial markets,2018-08-11 23:59:00,https://icowatchlist.com/logos/ingot-coin.png,NA,2018-07-01 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/ingot-coin
634,"BTC, ETH",METM,Australia,,Yes,Yes,$0.0800,Ethereum,April 27th 2018 To June 27th 2018,,,United States,,"200,000,000",metamorph-pro,https://icowatchlist.com/ico/metamorph-pro,Allinone Exchange to Secure Manage and Trade Cryptocurrencies It Presents Users with Convenience,2018-08-14 00:00:00,https://icowatchlist.com/logos/metamorph-pro.png,NA,2018-06-28 00:00:00,UTC--5,https://api.icowatchlist.com/public/v1/url/metamorph-pro
635,"BTC, ETH, BCH",B21,Gibraltar,,No,,$0.0000,Ethereum,June 15th 2018 To July 14th 2018,,,United States,,"500,000,000",b21,https://icowatchlist.com/ico/b21,Your personal wealth manager for cryptoassets to help maximize profits,2018-08-14 17:14:00,https://icowatchlist.com/logos/b21.png,NA,2018-07-15 17:13:00,UTC+0,https://api.icowatchlist.com/public/v1/url/b21
636,"BTC, ETH, LTC",HYB,Italy,,No,Yes,$0.0000,Ethereum,April 3rd 2018 To June 8th 2018,,,United States,,,hybrid-betting,https://icowatchlist.com/ico/hybrid-betting,The unique platform in the world where betting is a different game,2018-08-15 12:00:00,https://icowatchlist.com/logos/hybrid-betting.png,NA,2018-06-14 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/hybrid-betting
637,ETH,ASk,Singapore,,No,,$0.2330,Other,April 23rd 2018 To July 15th 2018,,,United States,,"300,000,000",allspark,https://icowatchlist.com/ico/allspark,AllSpark Chain is a public blockchain where content creators advertisers and social media users coexist in a reciprocal sharing economy,2018-08-15 23:59:00,https://icowatchlist.com/logos/allspark.png,NA,2018-07-23 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/allspark
638,"BTC, ETH",Lamb,Singapore,,Yes,Yes,$0.0100,Other,,,,United States,,"10,000,000,000",lambda,https://icowatchlist.com/ico/lambda,A disruptor in blockchainbased storage solution The chain provides millions of Requests per Second RPS through sharding technology,2018-08-15 23:59:00,https://icowatchlist.com/logos/lambda.png,NA,2018-08-01 00:00:00,UTC+8,https://api.icowatchlist.com/public/v1/url/lambda
639,ETH,TIP,Costa Rica,,No,,$0.0500,Ethereum,July 13th 2018 To July 20th 2018,,,"United States, Canada, China, Iran (Islamic Republic of), Korea, Republic of, Sudan, Syrian Arab Republic",,"1,000,000,000",tip-blockchain,https://icowatchlist.com/ico/tip-blockchain,Powering mass adoption of cryptocurrency through discovery of information on the blockchain,2018-08-17 23:59:00,https://icowatchlist.com/logos/tip-blockchain.png,NA,2018-07-21 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/tip-blockchain
640,"BTC, DASH, XRP, ETH, LTC, BCH",OSA,Latvia,,No,,$0.1400,Other,May 21st 2018 To June 21st 2018,,,United States,,"2,800,000,000",osa-dc,https://icowatchlist.com/ico/osa-dc,The worlds first decentralized AIdriven marketplace providing realtime solutions to retailers manufacturers and consumers,2018-08-20 18:07:00,https://icowatchlist.com/logos/osa-dc.png,NA,2018-07-20 18:07:00,UTC+0,https://api.icowatchlist.com/public/v1/url/osa-dc
641,"ETH, BCH, LTC, BTC",ARTX,Italy,,No,,$0.0200,Ethereum,May 15th 2018 To May 31st 2018,,,United States,,"3,000,000,000",articlex,https://icowatchlist.com/ico/articlex,The first Publishing Platform for the Blockchain era  benefiting both publishers and visitors,2018-08-20 23:59:00,https://icowatchlist.com/logos/articlex.png,NA,2018-06-15 11:59:00,UTC+0,https://api.icowatchlist.com/public/v1/url/articlex
642,ETH,IAM,Mauritius,,Yes,Yes,$0.0750,Ethereum,April 18th 2018 To May 20th 2018,,,United States,,,iame-identity,https://icowatchlist.com/ico/iame-identity,Making compromised information hackworthless It makes use of distributed ledger system to ensure that peoples identifications are secure,2018-08-24 23:59:00,https://icowatchlist.com/logos/iame-identity.png,NA,2018-07-04 00:01:00,UTC+0,https://api.icowatchlist.com/public/v1/url/iame-identity
643,"EUR, ETH, BTC",TRIL,Switzerland,,No,,$0.7500,Ethereum,July 10th 2018 To August 10th 2018,,,United States,,"40,000,000",trilliant,https://icowatchlist.com/ico/trilliant,Fractional Ownership Programs for Cryptocurrency ATMs Trilliant makes the highly lucrative cryptocurrency ATM business accessible to everyone,2018-08-25 00:00:00,https://icowatchlist.com/logos/trilliant.png,NA,2018-08-11 00:00:00,UTC+2,https://api.icowatchlist.com/public/v1/url/trilliant
644,ETH,UBC,United Arab Emirates,,No,Yes,$0.0450,Ethereum,,,,United States,,"650,000,000",ubcoin-market,https://icowatchlist.com/ico/ubcoin-market,Exchange Cryptocurrency for Real Goods and Vice VersaUbCoin makret makes a real life case for cryptocurrency transactions,2018-08-27 23:59:00,https://icowatchlist.com/logos/ubcoin-market.png,NA,2018-04-02 00:01:00,UTC+0,https://api.icowatchlist.com/public/v1/url/ubcoin-market
645,"ETH, QKC",LV,Virgin Islands (British),,No,,$0.0245,GXchain,,,,"United States, China",,"1,000,000,000",lendchain,https://icowatchlist.com/ico/lendchain,LendChain is a distributed digital asset financial services platform based on the GXChain providing digital asset holders with financing investment insurance and other financial services,2018-08-30 12:00:00,https://icowatchlist.com/logos/lendchain.png,NA,2018-08-28 12:00:00,UTC+8,https://api.icowatchlist.com/public/v1/url/lendchain
646,ETH,IOTW,Hong Kong,,No,Yes,$0.1200,Ethereum,,,,United States,,"5,000,000,000",iotw,https://icowatchlist.com/ico/iotw,A cryptocurrency for IOT purchase supply chain and aftersales services transactions,2018-08-31 00:00:00,https://icowatchlist.com/logos/iotw.png,NA,2018-07-31 00:00:00,UTC+8,https://api.icowatchlist.com/public/v1/url/iotw
647,"BTC, ETH, XRP",GRAM,United States,,No,,$0.0857,Other,,,,United States,,"1,000,000,000",lantah,https://icowatchlist.com/ico/lantah,Borderless marketplace connecting global trade and disrupting commerce giants through the implementation of Blockchain,2018-08-31 06:44:00,https://icowatchlist.com/logos/lantah.png,NA,2018-03-09 06:44:00,UTC--4,https://api.icowatchlist.com/public/v1/url/lantah
648,"BTC, ETH",TPLAY,Belize,,No,Yes,$0.4800,Ethereum,April 15th 2018 To April 30th 2018,,,"United States, Canada, China",,"70,000,000",trueplay,https://icowatchlist.com/ico/trueplay,Fully functioning platform created for integration of blockchain tech into online gambling projects,2018-08-31 23:59:00,https://icowatchlist.com/logos/trueplay.png,NA,2018-05-15 00:00:00,UTC+3,https://api.icowatchlist.com/public/v1/url/trueplay
649,"BTC, ETH, LTC, BCH",EO,Estonia,,No,Yes,$0.2000,Ethereum,April 16th 2018 To June 29th 2018,,,United States,,"1,000,000,000",eotrade,https://icowatchlist.com/ico/eotrade,Leading Online Broker ExpertOption introduces the EO ecosystem EOTrade cryptoexchange EOFinance wallet and EONews portal,2018-08-31 23:59:00,https://icowatchlist.com/logos/eotrade.png,NA,2018-07-16 09:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/eotrade
650,,IMVR,United Kingdom,,No,,$0.0200,Ethereum,June 19th 2018 To June 28th 2018,$0.00,,United States,,,immvrse,https://icowatchlist.com/ico/immvrse,Decentralised platform for VR Content Creators Brands and Viewers by incorporating the power of Blockchain Technology,2018-09-07 00:00:00,https://icowatchlist.com/logos/immvrse.png,0.00,2018-07-07 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/immvrse
651,ETH,FYS,Singapore,,No,,$0.0450,Ethereum,,,,United States,,"400,000,000",fysical,https://icowatchlist.com/ico/fysical,Fysical is the infrastructure for the transparent and compliant exchange of location data,2018-09-07 00:00:00,https://icowatchlist.com/logos/fysical.png,NA,2018-09-03 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/fysical
652,"BTC, ETH",WEIS,Singapore,,Yes,Yes,$0.1000,Ethereum,,,,United States,,"300,000,000",weicrowd,https://icowatchlist.com/ico/weicrowd,End to end ICO lifecycle management and exchange solution with incubation Right Startups Right Funding And Right Growth,2018-09-12 00:00:00,https://icowatchlist.com/logos/weicrowd.png,NA,2018-05-15 00:00:00,UTC+8,https://api.icowatchlist.com/public/v1/url/weicrowd
653,ETH,PAVO,United States,,No,,$1.0000,Ethereum,,,,United States,,"200,000,000",pavocoin,https://icowatchlist.com/ico/pavocoin,Pavo provides an intelligent stateoftheart IoT blockchain solution for the global agriculture ecosystem,2018-09-15 00:00:00,https://icowatchlist.com/logos/pavocoin.png,NA,2018-08-07 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/pavocoin
654,ETH,MIC,Netherlands,,No,,$0.1600,Ethereum,,,,United States,,"500,000,000",denchmusic,https://icowatchlist.com/ico/denchmusic,Dench Music ICO merges the Music Industry and Blockchain together to give music lovers the best experience,2018-09-15 00:00:00,https://icowatchlist.com/logos/denchmusic.png,NA,2018-08-15 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/denchmusic
655,ETH,VIVA,Bermuda,,No,Yes,$0.0200,Ethereum,,,,United States,,"4,000,000,000",viva,https://icowatchlist.com/ico/viva,Viva Easy simple and convenient way of Crowdfunding mortgages on the blockchain,2018-09-18 00:00:00,https://icowatchlist.com/logos/viva.png,NA,2018-04-16 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/viva
656,"BTC, ETH, USD",MDBLX,United States,,No,Yes,$0.0010,Ethereum,July 30th 2018 To August 18th 2018,,,United States,,"100,000,000,000",medblox,https://icowatchlist.com/ico/medblox,Driving Health Care Innovation Through Patient Centric Interoperability,2018-09-19 20:00:00,https://icowatchlist.com/logos/medblox.png,NA,2018-08-19 20:00:00,UTC--5,https://api.icowatchlist.com/public/v1/url/medblox
657,"BTC, ETH",XCLP,Singapore,,No,Yes,$0.0500,Other,May 20th 2018 To June 27th 2018,,,"United States, China",,"800,000,000",chynge,https://icowatchlist.com/ico/chynge,Worlds First Payment Token with No FX Risk Instant Free and Safe Payments with Smart Compliance,2018-09-25 23:59:00,https://icowatchlist.com/logos/chynge.png,NA,2018-06-28 00:00:00,UTC+8,https://api.icowatchlist.com/public/v1/url/chynge
