,Accepted Currencies,Coin Symbol,Country,Funding Goal,Funds in Escrow?,Have Prototype?,Initial Token Price,Platform,Pre-ICO Dates,Price Now,ROI,Restricted Countries,Total Raised,Total Tokens,name,url,description,end_time,image,price_usd,start_time,timezone,website_link
144,ETH,COB,Taiwan,"$25,000,000",No,,$0.0516,Ethereum,,$0.01,-80.91%,"United States, Canada, China","$13,078,406","1,000,000,000",cobinhood,https://icowatchlist.com/ico/cobinhood,COBINHOOD is the worlds first ZERO Trading Fees cryptocurrency exchange with the vision to maximize traders profits,2017-10-22 09:29:00,https://icowatchlist.com/logos/cobinhood.png,0.01,2017-09-13 09:29:00,UTC+0,https://api.icowatchlist.com/public/v1/url/cobinhood
145,,SSIO,Netherlands,,No,,$1.7000,Blockchain,,,,United States,,,sexservice,https://icowatchlist.com/ico/sexservice,A friendly sex dating service based on a blockchain Do you believe in sex,2017-10-22 23:59:59,https://icowatchlist.com/logos/sexservice.png,NA,2017-09-12 23:59:59,UTC+0,https://api.icowatchlist.com/public/v1/url/sexservice
146,,BKT,United Kingdom,,No,,$0.2000,Ethereum,,$0.00,,United States,,,bookira,https://icowatchlist.com/ico/bookira,Bookira is created to make the online booking process easier while reducing the risk and costs for users,2017-10-24 01:00:00,https://icowatchlist.com/logos/bookira.png,0.00,2017-09-24 01:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/bookira
147,,VEE,United States,,No,,$0.0200,Ethereum,,$0.00,-76.83%,United States,"$21,500,000",,blockv,https://icowatchlist.com/ico/blockv,The foundation of the Virtual Goods Economy,2017-10-24 06:00:00,https://icowatchlist.com/logos/blockv.png,0.00,2017-10-19 06:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/blockv
148,,CHX,United States,,No,,$0.0100,Ethereum,,,,United States,,,chex,https://icowatchlist.com/ico/chex,Modular marketplace supernetwork initially powering the Cannabis industry,2017-10-24 23:20:00,https://icowatchlist.com/logos/chex.png,NA,2017-08-25 23:20:00,UTC+0,https://api.icowatchlist.com/public/v1/url/chex
149,,KeY,Japan,,No,,$0.0060,Ethereum,,,,United States,,,keytoken,https://icowatchlist.com/ico/keytoken,KeYtoken aims to establish the nextgeneration smartbank and a worldwide exchange network on blockchain platform,2017-10-25 12:00:00,https://icowatchlist.com/logos/keytoken.png,NA,2017-09-25 12:00:00,UTC+9,https://api.icowatchlist.com/public/v1/url/keytoken
150,,ASTRO,Switzerland,,No,,$1.0000,Ethereum,,$0.30,,United States,,,astronaut,https://icowatchlist.com/ico/astronaut,An asset management platform for investing in ICOs,2017-10-25 23:00:00,https://icowatchlist.com/logos/astronaut.png,0.43,2017-09-28 09:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/astronaut
151,,POLL,Australia,,No,,$0.1500,Hyperledger,,$0.12,,United States,,,clearpoll,https://icowatchlist.com/ico/clearpoll,Social public opinion poll network on the blockchain,2017-10-26 04:00:00,https://icowatchlist.com/logos/clearpoll.png,0.07,2017-10-02 04:00:00,UTC+8,https://api.icowatchlist.com/public/v1/url/clearpoll
152,,SCT,Finland,,No,,$0.6700,Ethereum,,$0.00,,United States,,,soma,https://icowatchlist.com/ico/soma,A decentralized social market place,2017-10-26 06:00:00,https://icowatchlist.com/logos/soma.png,0.00,2017-09-26 06:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/soma
153,,SWM,Germany,,No,,$1.0000,Ethereum,,$0.07,,United States,,,swarmfund,https://icowatchlist.com/ico/swarmfund,Cooperative Ownership Platform for Real Assets,2017-10-27 23:00:00,https://icowatchlist.com/logos/swarmfund.png,0.07,2017-10-21 14:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/swarmfund
154,,LPG,United Kingdom,,No,,$1.0000,Ethereum,,,,United States,,,langpie,https://icowatchlist.com/ico/langpie,Onlinetranslation platform based on blockchain,2017-10-28 06:00:00,https://icowatchlist.com/logos/langpie.png,NA,2017-09-28 06:00:00,UTC+1,https://api.icowatchlist.com/public/v1/url/langpie
155,,LAB,United States,,No,,$0.0800,Blockchain,,$0.01,,United States,,,tokenlab,https://icowatchlist.com/ico/tokenlab,Tokenlab offers Token and ICO services to clients towards their fund raising campaigns,2017-10-28 12:00:00,https://icowatchlist.com/logos/tokenlab.png,0.02,2017-09-14 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/tokenlab
156,,,,,,,,,,,,,,,granthero,https://icowatchlist.com/ico/granthero,The Grant Hero Foundation is a decentralized nonprofit organization that fosters direct personal giving Grant Hero enables donors to create and award personal grants direct to recipients offering complete autonomy and transparency,2017-10-30 00:00:00,https://icowatchlist.com/logos/granthero.png,NA,2017-10-02 00:00:00,UTC--5,https://api.icowatchlist.com/public/v1/url/granthero
157,,CPAY,United Kingdom,,No,,$0.2900,Ethereum,,$0.02,-93.16%,United States,"$18,000,000",,cryptopay,https://icowatchlist.com/ico/cryptopay,Central entry point into a decentralized space,2017-10-30 06:00:00,https://icowatchlist.com/logos/cryptopay.png,0.02,2017-09-25 06:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/cryptopay
158,,ARN,Russian Federation,,No,,$0.5000,Ethereum,,$0.46,,United States,,,aeron,https://icowatchlist.com/ico/aeron,Aeron  the new standard of aviation safety powered by blockchain,2017-10-30 23:59:59,https://icowatchlist.com/logos/aeron.png,0.36,2017-09-19 00:00:00,UTC+3,https://api.icowatchlist.com/public/v1/url/aeron
159,,ARX,Australia,,No,,$0.0375,Ethereum,,,,United States,,,assistivereality,https://icowatchlist.com/ico/assistivereality,AIintegrated Augmented Reality applications and cloud service,2017-10-31 01:00:00,https://icowatchlist.com/logos/assistivereality.png,NA,2017-09-30 01:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/assistivereality
160,,BCOIN,United States,,No,,$3.0000,Ethereum,,$0.33,,United States,,,bannercoin,https://icowatchlist.com/ico/bannercoin,Payment processing system for acceptance of digital currencies,2017-10-31 11:59:00,https://icowatchlist.com/logos/bannercoin.png,0.42,2017-09-15 00:00:00,UTC--7,https://api.icowatchlist.com/public/v1/url/bannercoin
161,,ATL,Russian Federation,,No,,$0.5900,Ethereum,,$0.02,-96.58%,United States,"$6,500,000",,atlant,https://icowatchlist.com/ico/atlant,Atlant aims to be the Worlds Real Estate Blockchain Platform,2017-10-31 12:00:00,https://icowatchlist.com/logos/atlant.png,0.02,2017-09-07 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/atlant
162,,ALDO,United Kingdom,,No,,$0.9700,Blockchain,,,,United States,,,aldoin,https://icowatchlist.com/ico/aldoin,Green Blockchain  Mining with monthly dividends,2017-10-31 23:59:59,https://icowatchlist.com/logos/aldoin.png,NA,2017-08-23 00:00:00,UTC+1,https://api.icowatchlist.com/public/v1/url/aldoin
163,,DCN,Netherlands,,No,,$0.0000,Ethereum,,$0.00,,United States,,,dentacoin,https://icowatchlist.com/ico/dentacoin,Dentacoin The Blockchain Solution for the Global Dental Industry for improved service delivery,2017-11-01 14:00:00,https://icowatchlist.com/logos/dentacoin.png,0.00,2017-10-01 14:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/dentacoin
164,,ENO,Panama,,No,,$1.6700,Ethereum,,$0.03,,United States,,,ethino,https://icowatchlist.com/ico/ethino,The first and only erc20 Ethereum casino,2017-11-02 14:00:00,https://icowatchlist.com/logos/ethino.png,0.04,2017-10-02 14:00:00,UTC--4,https://api.icowatchlist.com/public/v1/url/ethino
165,,RCN,Cayman Islands,,No,,$0.0750,Ethereum,,$0.03,,United States,,,ripiocreditnetwork,https://icowatchlist.com/ico/ripiocreditnetwork,A global peertopeer credit network based on cosigned smart contracts,2017-11-05 00:00:00,https://icowatchlist.com/logos/ripiocreditnetwork.png,0.02,2017-10-24 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/ripiocreditnetwork
166,,TKT,Russian Federation,,No,,$0.0400,Ethereum,,,,United States,,,cryptotickets,https://icowatchlist.com/ico/cryptotickets,Blockchain platform for ticket systems and event organisers,2017-11-05 23:59:59,https://icowatchlist.com/logos/cryptotickets.png,NA,2017-10-05 22:00:00,UTC+3,https://api.icowatchlist.com/public/v1/url/cryptotickets
167,,UTK,Switzerland,,No,,$0.0650,Ethereum,,$0.03,-60.14%,United States,"$21,000,000",,utrust,https://icowatchlist.com/ico/utrust,The future of online payments,2017-11-08 13:00:00,https://icowatchlist.com/logos/utrust.png,0.04,2017-11-02 13:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/utrust
168,,STAR,Singapore,,No,,$0.0000,Ethereum,,$0.03,,United States,,,starbase,https://icowatchlist.com/ico/starbase,A Platform for issuing tokens and launch crowdfunding projects,2017-11-10 00:00:00,https://icowatchlist.com/logos/starbase.png,0.03,2017-09-18 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/starbase
169,,QVT,Unknown,,No,,$0.0041,Ethereum,,$0.01,69.98%,United States,"$715,000","218,750,000",qvolta,https://icowatchlist.com/ico/qvolta,Qvolta will let people convert cryptocurrencies into the fiat currencies,2017-11-10 00:00:00,https://icowatchlist.com/logos/qvolta.png,0.01,2017-10-10 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/qvolta
170,,ALTC,Unknown,,No,,$0.0000,Waves,,$0.00,,United States,,,altocar,https://icowatchlist.com/ico/altocar,Taxi rides aggregator service on the wave blockchain platform,2017-11-10 10:00:00,https://icowatchlist.com/logos/altocar.png,0.00,2017-10-10 09:00:00,UTC+3,https://api.icowatchlist.com/public/v1/url/altocar
171,,HIVE,Unknown,,No,,$0.6000,Ethereum,,,,United States,,,cryptohive,https://icowatchlist.com/ico/cryptohive,Trading bot advisor with smart algorithms to gather useful trading information globally,2017-11-11 00:00:00,https://icowatchlist.com/logos/cryptohive.png,NA,2017-10-10 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/cryptohive
172,,PBC,United States,,No,,$0.0700,Blockchain,,$0.00,,United States,,,blockstack,https://icowatchlist.com/ico/blockstack,Blockstack has been designed as the new internet for decentralized apps,2017-11-13 00:00:00,https://icowatchlist.com/logos/blockstack.png,0.00,2017-11-01 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/blockstack
173,,GVT,Ireland,,No,,$1.0000,Ethereum,,$4.18,,United States,,,genesisvision,https://icowatchlist.com/ico/genesisvision,Genesis Vision is the platform for the private trust management market built on blockchain technology and smart contracts,2017-11-15 09:00:00,https://icowatchlist.com/logos/genesisvision.png,2.85,2017-09-15 09:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/genesisvision
174,,CDRT,United Kingdom,,No,,$1.1800,Ethereum,,$0.03,,United States,,,crederoom,https://icowatchlist.com/ico/crederoom,Lending company with modern analytical platform,2017-11-15 23:59:59,https://icowatchlist.com/logos/crederoom.png,0.03,2017-10-16 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/crederoom
175,,PRIX,Unknown,,No,,$3.0000,Ethereum,,$0.55,-81.51%,United States,"$4,731,816",,privatix,https://icowatchlist.com/ico/privatix,First Internet Bandwidth Marketplace powered by P2P VPN Network on Blockchain,2017-11-16 14:00:00,https://icowatchlist.com/logos/privatix.png,1.57,2017-10-19 14:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/privatix
176,,XCPO,India,,No,,$0.0065,Bitcoin Fork,,$0.02,,United States,,,copico,https://icowatchlist.com/ico/copico,COPICO is the project powering the XCPO masternode Coin,2017-11-17 00:00:00,https://icowatchlist.com/logos/copico.png,0.03,2017-10-17 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/copico
177,,AMM,Myanmar,,No,,$1.0000,Ethereum,,$0.01,-99.22%,United States,"$10,500,000",,micromoney,https://icowatchlist.com/ico/micromoney,MicroMoney is an Open Source Credit  Big Data Bureau that connects new customers to all existing financial services,2017-11-18 00:00:00,https://icowatchlist.com/logos/micromoney.png,0.01,2017-10-18 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/micromoney
178,,CRN,Switzerland,,No,,$0.2300,Ethereum,,,,United States,,,careerxon,https://icowatchlist.com/ico/careerxon,First Decentralized Career Oriented  Skills Training Platform,2017-11-18 00:00:00,https://icowatchlist.com/logos/careerxon.png,NA,2017-11-04 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/careerxon
179,,CASH,Unknown,,No,,$0.0000,Ethereum,,$0.01,,United States,,,cashpoker,https://icowatchlist.com/ico/cashpoker,Modern online poker room based on blockchain technology,2017-11-18 18:00:00,https://icowatchlist.com/logos/cashpoker.png,0.01,2017-10-26 18:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/cashpoker
180,,HAW,Lithuania,,No,,$0.0600,Ethereum,,,,United States,,,happiestatwork,https://icowatchlist.com/ico/happiestatwork,Attracting people to work in the clothing manufacturing industry,2017-11-20 13:00:00,https://icowatchlist.com/logos/happiestatwork.png,NA,2017-10-23 13:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/happiestatwork
181,,SYN,United States,,No,,$0.0450,Ethereum,,,,United States,,,synapse,https://icowatchlist.com/ico/synapse,Decentralized Data and AI Marketplace,2017-11-21 06:59:59,https://icowatchlist.com/logos/synapse.png,NA,2017-10-21 07:00:00,UTC--8,https://api.icowatchlist.com/public/v1/url/synapse
182,,WAND,Singapore,,No,,$0.0900,Ethereum,,$0.02,,United States,,,wandx,https://icowatchlist.com/ico/wandx,Decentralized financial instruments on ERC20 tokens,2017-11-21 19:30:00,https://icowatchlist.com/logos/wandx.png,0.02,2017-10-22 14:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/wandx
183,,BID,Australia,,No,,$1.0000,Ethereum,,,,United States,,,blockbid,https://icowatchlist.com/ico/blockbid,Blockbid is an ultrasecure exchange with the goal of facilitating the highest volume of trades for the most cryptocurrencies with a single login,2017-11-21 21:00:00,https://icowatchlist.com/logos/blockbid.png,NA,2017-10-21 21:00:00,UTC+11,https://api.icowatchlist.com/public/v1/url/blockbid
184,,CDL,Ireland,,No,,$0.3000,Ethereum,,,,United States,,,confideal,https://icowatchlist.com/ico/confideal,Escrow Platform on The Ethereum Blockchain,2017-11-22 12:00:00,https://icowatchlist.com/logos/confideal.png,NA,2017-11-02 12:00:00,UTC+1,https://api.icowatchlist.com/public/v1/url/confideal
185,,SCF,Lithuania,,No,,$0.0570,Ethereum,,,,United States,,,safechildfuture,https://icowatchlist.com/ico/safechildfuture,The child safety system that will be used to protect children on the roads and streets,2017-11-23 15:00:00,https://icowatchlist.com/logos/safechildfuture.png,NA,2017-10-23 15:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/safechildfuture
186,,MBT,Russian Federation,,No,,$1.0000,Ethereum,,,,United States,,,multibot,https://icowatchlist.com/ico/multibot,A multifunctional multithreaded trading platform in the cloud,2017-11-24 03:00:00,https://icowatchlist.com/logos/multibot.png,NA,2017-10-20 03:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/multibot
187,,ZET,Germany,,No,,$1.1600,Ethereum,,$0.01,,United States,,,zeus,https://icowatchlist.com/ico/zeus,First Ecomining in the World Recycling platform on the blockchain,2017-11-25 00:00:00,https://icowatchlist.com/logos/zeus.png,0.01,2017-10-25 00:00:00,UTC+2,https://api.icowatchlist.com/public/v1/url/zeus
188,,BON,United Kingdom,,No,,$0.6000,Ethereum,,$0.00,,United States,,,bonpay,https://icowatchlist.com/ico/bonpay,Blockchain powered wallet and debit card for variety of cryptocurrencies Bonpay makes transactions as simple as possible,2017-11-28 14:00:00,https://icowatchlist.com/logos/bonpay.png,0.00,2017-10-31 14:00:00,UTC+1,https://api.icowatchlist.com/public/v1/url/bonpay
189,,WAX,Canada,,No,,$0.5000,Ethereum,,$0.06,,United States,,,wax,https://icowatchlist.com/ico/wax,A decentralized platform that enables anyone to operate a fully functioning virtual asset marketplace,2017-11-29 13:00:00,https://icowatchlist.com/logos/wax.png,0.06,2017-11-01 13:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/wax
190,,STORM,Unknown,"$50,000,000",No,,$0.0100,Ethereum,,$0.00,,United States,,"7,500,000,000",storm,https://icowatchlist.com/ico/storm,Creating the StorMarket  a decentralized microtask marketplace platform ,2017-11-30 00:00:00,https://icowatchlist.com/logos/storm.png,0.00,2017-11-01 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/storm
191,,PKT,Russian Federation,,No,,$2.7000,Ethereum,,$0.03,-98.90%,United States,"$10,512,361",,playkeyio,https://icowatchlist.com/ico/playkeyio,Decentralized Cloud Gaming Platform,2017-11-30 03:00:00,https://icowatchlist.com/logos/playkeyio.png,0.06,2017-11-01 03:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/playkeyio
192,,SENSE,United States,,No,,$0.1000,Ethereum,,,,United States,,,sense,https://icowatchlist.com/ico/sense,The Value for Human Capital Enabled by Smart Contracts,2017-11-30 09:00:00,https://icowatchlist.com/logos/sense.png,NA,2017-11-07 09:00:00,UTC+4,https://api.icowatchlist.com/public/v1/url/sense
193,,VZT,United States,"$15,000,000",Yes,Yes,$0.5000,Ethereum,,,,United States,"$1,380,644","50,000,000",vezt-ico,https://icowatchlist.com/ico/vezt-ico,Vezt lets music fans share ownership with artists in their favorite songs,2017-11-30 12:00:00,https://icowatchlist.com/logos/vezt-ico.png,NA,2017-11-03 12:00:00,UTC+7,https://api.icowatchlist.com/public/v1/url/vezt-ico
194,,COP,Lithuania,,No,,$0.0150,Ethereum,,$0.00,,United States,,,coppay,https://icowatchlist.com/ico/coppay,Multicryptocurrency payment platform for businesses consumers  community,2017-11-30 12:00:00,https://icowatchlist.com/logos/coppay.png,0.00,2017-10-30 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/coppay
195,,CCO,Armenia,,No,,$0.3000,Ethereum,,$0.02,,United States,,,ccore,https://icowatchlist.com/ico/ccore,Your Crypto Payment Platform,2017-11-30 23:59:59,https://icowatchlist.com/logos/ccore.png,0.03,2017-11-09 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/ccore
196,,PBL,Unknown,,No,,$1.0000,Ethereum,,$0.02,-97.95%,United States,"$1,000,000",,publica,https://icowatchlist.com/ico/publica,Blockchain revolution for the publishing economy,2017-12-01 00:00:00,https://icowatchlist.com/logos/publica.png,0.03,2017-11-01 00:00:00,UTC+3,https://api.icowatchlist.com/public/v1/url/publica
197,,DMT,Ukraine,,No,,$0.4000,Blockchain,,,,United States,,,dmarket,https://icowatchlist.com/ico/dmarket,Dmarket  the first decentralized marketplace where you can trade all your ingame items globally,2017-12-01 12:00:00,https://icowatchlist.com/logos/dmarket.png,NA,2017-10-17 12:00:00,UTC--4,https://api.icowatchlist.com/public/v1/url/dmarket
198,,UCN,Singapore,,No,,$0.2000,Ethereum,,,,United States,,,verifyunion,https://icowatchlist.com/ico/verifyunion,Decentralized Platform for Digital Identification and Social Scoring Engine,2017-12-03 03:59:00,https://icowatchlist.com/logos/verifyunion.png,NA,2017-10-03 03:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/verifyunion
199,,GEE,Lithuania,,No,,$0.1800,Ethereum,,,,United States,,,geens,https://icowatchlist.com/ico/geens,Privacy Focused Blockchain Timestamping Office,2017-12-07 10:00:00,https://icowatchlist.com/logos/geens.png,NA,2017-11-07 10:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/geens
200,,JBX,United States,,No,,$0.2000,Ethereum,,,,United States,,,jboxcoin,https://icowatchlist.com/ico/jboxcoin,A Blockchain based decentralized video streaming platform ,2017-12-08 02:00:00,https://icowatchlist.com/logos/jboxcoin.png,NA,2017-11-08 02:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/jboxcoin
201,,DIMND,Belize,,No,,$7.5000,Ethereum,,,,United States,,,dimnd,https://icowatchlist.com/ico/dimnd,Digital Currency powered by Ethreum represented by Diamonds,2017-12-10 00:00:00,https://icowatchlist.com/logos/dimnd.png,NA,2017-11-07 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/dimnd
202,,PLM,Switzerland,,No,,$3.0000,Ethereum,,,,United States,,,algoland,https://icowatchlist.com/ico/algoland,The autonomous algorithmic trading blockchain fund,2017-12-10 23:59:59,https://icowatchlist.com/logos/algoland.png,NA,2017-11-01 00:00:00,UTC+1,https://api.icowatchlist.com/public/v1/url/algoland
203,,ATK,United States,,No,,$1.0000,Blockchain,,,,United States,,,amlbitcoin,https://icowatchlist.com/ico/amlbitcoin,AML BitCoin is the first AML KYC compliant coin for legitimate financial use on a global scale,2017-12-15 00:00:00,https://icowatchlist.com/logos/amlbitcoin.png,NA,2017-10-06 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/amlbitcoin
204,,WRC,Czech Republic,,No,,$0.1000,Ethereum,,$0.00,-95.97%,United States,"$25,560,000",,worldcore,https://icowatchlist.com/ico/worldcore,Modern Banking Solutions For The Digital World Tomorrow,2017-12-15 00:00:00,https://icowatchlist.com/logos/worldcore.png,0.01,2017-10-14 00:00:00,UTC+1,https://api.icowatchlist.com/public/v1/url/worldcore
205,,PHI,United States,,No,,$0.0000,Ethereum,,,,United States,,,delphisystems,https://icowatchlist.com/ico/delphisystems,Oracle Platform and Prediction Market,2017-12-15 12:00:00,https://icowatchlist.com/logos/delphisystems.png,NA,2017-11-01 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/delphisystems
206,,AIX,Unknown,,No,,$3.0000,Ethereum,,$0.01,,United States,,,aigang,https://icowatchlist.com/ico/aigang,Blockchain Protocol for Digital Insurance built for InternetofThings,2017-12-15 13:00:00,https://icowatchlist.com/logos/aigang.png,0.01,2017-11-15 13:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/aigang
207,,MED,Gibraltar,,No,,$0.0050,Other,,$0.00,,United States,,,medibloc,https://icowatchlist.com/ico/medibloc,The largest healthcare blockchain Medibloc will help champion the worlds shift to private information decentralization,2017-12-15 15:00:00,https://icowatchlist.com/logos/medibloc.png,0.00,2017-11-20 02:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/medibloc
208,,NGC,Germany,,No,,$1.0000,Ethereum,,$0.06,,United States,,,nagagroup,https://icowatchlist.com/ico/nagagroup,Smart Cryptocurrency for gaming and trading,2017-12-15 23:59:59,https://icowatchlist.com/logos/nagagroup.png,0.05,2017-12-01 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/nagagroup
209,,XRED,United Kingdom,,No,,$1.0000,Ethereum,,,,United States,,,xred,https://icowatchlist.com/ico/xred,The First Cryptocurrency fund for real estate development and investment,2017-12-15 23:59:59,https://icowatchlist.com/logos/xred.png,NA,2017-11-01 00:00:01,UTC+0,https://api.icowatchlist.com/public/v1/url/xred
210,,VEGA,United States,,No,,$0.4700,Ethereum,,$0.00,-99.99%,United States,"$323,450",,vegaaisolutions,https://icowatchlist.com/ico/vegaaisolutions,Automated Intelligent Trading App Help Traders and Investors Get Good Returns On Their Investments,2017-12-16 00:00:00,https://icowatchlist.com/logos/vegaaisolutions.png,0.00,2017-11-24 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/vegaaisolutions
211,"BTC, ETH",VRP,Russian Federation,"$30,000,000",No,,$0.1000,Ethereum,,,,United States,,"720,000,000",prosenselive,https://icowatchlist.com/ico/prosenselive,ProsenseLive is the worlds first decentralized peertopeer livestreaming platform for the distribution of virtual reality content,2017-12-16 16:00:00,https://icowatchlist.com/logos/prosenselive.png,NA,2017-10-19 17:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/prosenselive
212,,NEU,Germany,,No,,$0.3600,Ethereum,,$0.12,,United States,,,neufund,https://icowatchlist.com/ico/neufund,Neufund is a communityowned fundraising platform,2017-12-17 11:00:00,https://icowatchlist.com/logos/neufund.png,0.09,2017-11-17 11:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/neufund
213,,SPHTX,Switzerland,,No,,$0.5100,Blockchain,,$0.01,,United States,,,sophiatx,https://icowatchlist.com/ico/sophiatx,Blockchain PlatformMarketplace integrating business apps  solutions to collaborative environments,2017-12-17 14:00:00,https://icowatchlist.com/logos/sophiatx.png,0.01,2017-12-07 14:00:00,UTC+1,https://api.icowatchlist.com/public/v1/url/sophiatx
214,,,,,,,,,,,,,,,investy,https://icowatchlist.com/ico/investy,Investy is a platform for decentralized investments using Blockchain Technology,2017-12-18 00:00:00,https://icowatchlist.com/logos/investy.png,NA,2017-11-24 00:00:00,UTC+3,https://api.icowatchlist.com/public/v1/url/investy
215,,CHX,Liechtenstein,,No,,$0.0000,Ethereum,,,,United States,,,chainium,https://icowatchlist.com/ico/chainium,We are reinventing the global equity market,2017-12-18 12:00:00,https://icowatchlist.com/logos/chainium.png,NA,2017-11-27 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/chainium
216,,MAT,Unknown,,No,,$3.0000,Ethereum,,$0.02,,United States,,,miniappspro,https://icowatchlist.com/ico/miniappspro,AI and Blockchain Powered Chatbot Ecosystem,2017-12-19 00:00:00,https://icowatchlist.com/logos/miniappspro.png,0.02,2017-10-18 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/miniappspro
217,,DEAL,United States,,No,,$15.0000,Ethereum,,,,United States,,,foreground,https://icowatchlist.com/ico/foreground,Foreground is an affiliate marketing solution for the traditional internet and the rapidly growing decentralized web,2017-12-19 00:00:00,https://icowatchlist.com/logos/foreground.png,NA,2017-11-28 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/foreground
218,,ICS,Russian Federation,,No,,$250.0000,Ethereum,,,,United States,,,novacool,https://icowatchlist.com/ico/novacool,The first immersion cooling system for PC,2017-12-19 12:00:00,https://icowatchlist.com/logos/novacool.png,NA,2017-09-28 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/novacool
219,,CNT,Russian Federation,,No,,$0.8500,Ethereum,,$0.01,,United States,,,connectius,https://icowatchlist.com/ico/connectius,Connectius  a blockchain SaaS solution for ecommerce,2017-12-20 00:00:00,https://icowatchlist.com/logos/connectius.png,0.01,2017-11-20 23:59:59,UTC+3,https://api.icowatchlist.com/public/v1/url/connectius
220,,RST,Liechtenstein,,No,,$30.0000,Ethereum,,,,United States,,,regarisksharing,https://icowatchlist.com/ico/regarisksharing,Aims to unlock the power of blockchain technology to revolutionize traditional insurance industry,2017-12-20 11:00:00,https://icowatchlist.com/logos/regarisksharing.png,NA,2017-10-15 10:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/regarisksharing
221,,PTC,United Kingdom,,No,,$0.1800,Ethereum,,$0.00,,United States,,,propthereum,https://icowatchlist.com/ico/propthereum,Tokens bought with Ethereum and distributed to participants backed by immoveable property,2017-12-20 12:00:00,https://icowatchlist.com/logos/propthereum.png,0.01,2017-11-20 11:59:59,UTC+0,https://api.icowatchlist.com/public/v1/url/propthereum
222,,ESC,Ukraine,,No,,$0.1500,Ethereum,,$0.00,,United States,,,ethersport,https://icowatchlist.com/ico/ethersport,Online Sports Lottery Platform with Provably Fair Results 15 Profit Share for Token Holders,2017-12-20 13:00:00,https://icowatchlist.com/logos/ethersport.png,0.01,2017-11-13 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/ethersport
223,,IDH,Poland,,No,,$0.0670,Ethereum,,$0.00,,United States,,,indahash,https://icowatchlist.com/ico/indahash,Indahash is tokenizing the influencer industry,2017-12-20 15:00:00,https://icowatchlist.com/logos/indahash.png,0.00,2017-11-29 15:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/indahash
224,,DEB,Lithuania,,No,,$0.1250,Ethereum,,$0.00,,United States,,,debitumnetwork,https://icowatchlist.com/ico/debitumnetwork,Borderless SME business financing,2017-12-21 15:00:00,https://icowatchlist.com/logos/debitumnetwork.png,0.00,2017-12-07 15:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/debitumnetwork
